Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDJ52,2568.0,OUT046
DRG01,1368.0,OUT017
FDP52,3724.0,OUT013
FDU58,3120.0,OUT017
FDL02,1680.0,OUT045
FDG28,3916.0,OUT013
FDA19,2212.0,OUT035
FDW46,2576.0,OUT027
NCD43,1748.0,OUT049
DRG39,884.0,OUT013
NCF55,692.0,OUT049
FDJ07,1896.0,OUT046
FDE08,2392.0,OUT046
FDP56,-1076.0,OUT019
FDT45,824.0,OUT045
FDF17,2812.0,OUT018
FDX44,1424.0,OUT046
FDM28,4304.0,OUT027
FDI36,3284.0,OUT049
FDS07,1784.0,OUT045
FDD36,1832.0,OUT045
FDW11,1000.0,OUT046
FDN40,2556.0,OUT049
NCQ18,1644.0,OUT049
NCQ54,2744.0,OUT017
NCS42,1392.0,OUT045
DRH39,-700.0,OUT010
FDC09,3168.0,OUT027
FDT08,484.0,OUT010
FDC08,3756.0,OUT035
FDT20,752.0,OUT017
FDS35,1196.0,OUT035
FDX58,2612.0,OUT018
FDW58,1720.0,OUT046
DRD27,1600.0,OUT046
FDH32,-340.0,OUT019
FDS26,4296.0,OUT035
FDQ31,1448.0,OUT046
FDP11,3196.0,OUT018
FDD58,1712.0,OUT017
FDM33,3388.0,OUT045
FDZ16,3236.0,OUT049
NCS29,2220.0,OUT010
NCM18,-940.0,OUT019
FDP11,3572.0,OUT049
NCC42,2348.0,OUT017
DRM23,2720.0,OUT046
NCN55,5200.0,OUT027
FDK46,4092.0,OUT013
FDR01,3192.0,OUT046
NCA05,2320.0,OUT045
NCP43,2920.0,OUT017
FDR12,836.0,OUT010
FDQ01,4108.0,OUT013
FDM13,2096.0,OUT046
FDQ19,4000.0,OUT017
FDK56,1020.0,OUT019
NCX06,964.0,OUT010
FDO56,3400.0,OUT027
FDU45,1796.0,OUT045
FDI16,-964.0,OUT019
FDL32,1848.0,OUT046
FDA07,2024.0,OUT046
FDA14,2288.0,OUT045
FDV46,3688.0,OUT027
NCO07,3504.0,OUT035
NCP41,1688.0,OUT046
FDY60,2036.0,OUT018
FDN38,4112.0,OUT017
FDO15,1272.0,OUT046
FDT60,1980.0,OUT013
FDA55,3748.0,OUT035
FDE02,-412.0,OUT010
DRJ39,3596.0,OUT049
FDV34,1420.0,OUT035
FDS20,4368.0,OUT027
FDF02,3096.0,OUT027
FDW40,2436.0,OUT017
NCB43,2936.0,OUT046
FDR58,1584.0,OUT017
DRJ59,828.0,OUT035
NCD30,1696.0,OUT017
FDE14,1740.0,OUT017
FDC28,1460.0,OUT018
FDU16,1140.0,OUT018
NCD19,1060.0,OUT035
FDU21,656.0,OUT046
FDV59,4888.0,OUT027
FDU03,2872.0,OUT045
FDC33,1268.0,OUT010
NCR42,732.0,OUT035
DRH59,1372.0,OUT035
NCM31,2396.0,OUT035
FDS50,3668.0,OUT035
FDP39,872.0,OUT046
FDQ55,1948.0,OUT013
FDV36,108.0,OUT019
FDI05,2728.0,OUT027
FDS45,3216.0,OUT027
FDA39,600.0,OUT045
FDC37,-172.0,OUT010
FDJ60,4136.0,OUT027
DRQ35,1960.0,OUT046
NCJ06,1904.0,OUT046
NCY42,2012.0,OUT018
DRM37,3200.0,OUT049
FDR14,784.0,OUT045
FDE51,880.0,OUT049
FDT33,2808.0,OUT017
FDR08,1836.0,OUT013
FDE36,716.0,OUT010
FDL22,-436.0,OUT019
FDR44,2156.0,OUT013
FDI56,-468.0,OUT019
FDE47,108.0,OUT010
FDV27,-428.0,OUT010
FDV10,848.0,OUT049
FDC40,1260.0,OUT045
NCX41,3348.0,OUT013
NCQ38,3120.0,OUT027
FDV12,3112.0,OUT027
FDE52,1588.0,OUT017
FDG20,4288.0,OUT027
FDV16,2072.0,OUT027
FDI32,1932.0,OUT017
FDJ32,1120.0,OUT049
FDN39,2468.0,OUT018
FDY34,2824.0,OUT017
FDC14,900.0,OUT035
FDA55,3712.0,OUT017
FDZ50,1004.0,OUT010
DRG13,2728.0,OUT049
FDP01,2508.0,OUT013
NCG54,2828.0,OUT017
FDM13,2048.0,OUT045
NCO18,4264.0,OUT027
NCW41,2500.0,OUT013
FDM52,3816.0,OUT027
NCF55,732.0,OUT035
FDT09,2152.0,OUT046
NCM19,1908.0,OUT035
FDW12,2108.0,OUT018
FDP15,2140.0,OUT019
FDK36,752.0,OUT045
FDZ25,2932.0,OUT035
NCW06,3148.0,OUT049
FDW60,2880.0,OUT046
DRC49,2324.0,OUT013
NCT17,3140.0,OUT035
NCN06,2308.0,OUT018
FDC45,2732.0,OUT013
DRJ47,820.0,OUT019
NCF06,3996.0,OUT045
FDE21,-36.0,OUT010
DRG27,692.0,OUT013
FDW40,2400.0,OUT049
NCO53,2888.0,OUT046
FDE23,900.0,OUT049
FDQ16,1752.0,OUT046
FDS26,4036.0,OUT045
FDZ13,-1108.0,OUT010
FDS14,2588.0,OUT049
FDC10,1888.0,OUT045
FDY16,3080.0,OUT049
FDJ20,2208.0,OUT035
FDV43,872.0,OUT035
FDZ32,3192.0,OUT027
FDR23,2776.0,OUT046
FDN24,1024.0,OUT035
FDE34,4344.0,OUT027
FDU31,3532.0,OUT013
FDW33,1444.0,OUT018
FDU26,1928.0,OUT046
FDE20,4200.0,OUT027
NCW05,1824.0,OUT035
FDB22,2132.0,OUT018
FDO56,1904.0,OUT046
FDA19,3520.0,OUT027
DRI39,852.0,OUT045
FDH52,756.0,OUT018
FDZ50,3096.0,OUT035
NCN42,2492.0,OUT035
FDB53,2380.0,OUT013
DRG11,1852.0,OUT017
DRK11,3816.0,OUT027
FDQ60,2104.0,OUT017
FDT36,688.0,OUT017
DRG25,2660.0,OUT018
DRJ23,3016.0,OUT046
FDG05,2708.0,OUT035
NCK06,1644.0,OUT018
FDU52,2568.0,OUT017
FDW07,1180.0,OUT018
NCM17,664.0,OUT045
FDA22,2612.0,OUT045
NCA41,2780.0,OUT018
FDF38,908.0,OUT035
FDH52,1064.0,OUT046
FDY58,1676.0,OUT019
FDZ16,3064.0,OUT045
NCM18,1104.0,OUT017
FDA22,2364.0,OUT018
NCJ43,2932.0,OUT035
FDI34,5128.0,OUT027
FDG56,1048.0,OUT046
FDS34,1896.0,OUT046
DRC01,1032.0,OUT035
FDQ04,816.0,OUT035
FDK04,1108.0,OUT035
FDT51,1924.0,OUT049
FDV26,3272.0,OUT017
FDS04,2388.0,OUT049
FDW43,3380.0,OUT018
FDQ28,572.0,OUT010
NCK06,2032.0,OUT017
FDS23,1780.0,OUT018
FDZ36,1116.0,OUT019
FDE56,772.0,OUT018
FDW10,4232.0,OUT027
NCN14,2856.0,OUT045
NCQ18,1488.0,OUT045
FDW08,1816.0,OUT017
FDU43,3936.0,OUT035
FDR33,-180.0,OUT010
FDM24,508.0,OUT010
NCZ05,1632.0,OUT046
NCV41,1944.0,OUT035
FDV11,2524.0,OUT018
NCY05,764.0,OUT035
FDV44,2756.0,OUT018
FDW32,1512.0,OUT049
NCU18,3704.0,OUT027
NCC43,4092.0,OUT035
FDW19,1852.0,OUT013
FDN31,3188.0,OUT035
FDI48,824.0,OUT045
FDS24,1616.0,OUT017
FDF46,1940.0,OUT049
DRG23,2520.0,OUT017
FDG14,2172.0,OUT018
NCY30,2932.0,OUT049
FDO28,1668.0,OUT018
DRD24,2424.0,OUT035
FDI33,1564.0,OUT049
FDN32,2952.0,OUT046
FDR16,3344.0,OUT045
FDF26,2488.0,OUT046
NCN29,524.0,OUT018
FDE20,2672.0,OUT045
FDA46,3040.0,OUT046
FDU28,2960.0,OUT045
FDQ48,1592.0,OUT045
FDV36,2076.0,OUT013
FDR14,580.0,OUT018
FDP23,3544.0,OUT017
FDP56,876.0,OUT013
FDK48,-684.0,OUT010
FDR48,2416.0,OUT046
NCY29,1024.0,OUT049
FDM22,652.0,OUT018
DRJ01,2596.0,OUT013
FDZ43,3840.0,OUT045
FDV03,2616.0,OUT035
FDX11,4368.0,OUT027
NCA41,4496.0,OUT027
FDE38,2768.0,OUT017
FDI27,532.0,OUT018
FDN32,2940.0,OUT013
NCN43,2040.0,OUT017
FDB47,4728.0,OUT027
FDV03,2592.0,OUT017
NCN30,1508.0,OUT045
NCV54,-12.0,OUT010
FDV07,1788.0,OUT013
FDP07,3240.0,OUT049
FDK48,916.0,OUT018
FDM15,556.0,OUT019
FDY19,3336.0,OUT027
FDK46,4096.0,OUT046
FDY11,1072.0,OUT045
FDH09,864.0,OUT046
FDO08,4120.0,OUT027
FDU14,3980.0,OUT013
FDD22,3256.0,OUT027
FDM27,2644.0,OUT017
FDL02,3192.0,OUT027
NCA17,2488.0,OUT035
FDE38,716.0,OUT019
NCG07,3068.0,OUT049
DRC27,3924.0,OUT013
FDA27,4232.0,OUT035
FDW40,2244.0,OUT045
DRI11,1876.0,OUT013
FDN50,1584.0,OUT046
FDR12,2768.0,OUT046
FDT34,3112.0,OUT027
FDW11,1168.0,OUT035
NCO30,4352.0,OUT027
FDZ34,3184.0,OUT017
FDU45,1976.0,OUT017
NCD42,772.0,OUT035
FDX25,2816.0,OUT045
NCR29,904.0,OUT046
FDX43,764.0,OUT019
FDB04,-476.0,OUT010
FDR49,2208.0,OUT027
FDS39,1988.0,OUT018
FDW58,1656.0,OUT045
FDG22,-1204.0,OUT019
FDG31,1148.0,OUT017
NCV53,5216.0,OUT027
DRJ37,2540.0,OUT035
FDV07,1924.0,OUT035
FDW52,2412.0,OUT018
FDT15,2916.0,OUT045
FDD02,1628.0,OUT018
FDM16,1404.0,OUT035
NCE55,2752.0,OUT046
FDB57,3284.0,OUT018
FDQ04,748.0,OUT013
FDQ47,-1300.0,OUT019
FDY14,2252.0,OUT019
DRK37,3092.0,OUT017
FDO25,3416.0,OUT017
FDL57,4144.0,OUT046
NCK29,1660.0,OUT018
FDK46,5560.0,OUT027
NCB43,996.0,OUT010
DRE01,5232.0,OUT027
FDC46,2652.0,OUT018
FDQ23,1620.0,OUT045
FDX38,976.0,OUT049
FDG60,3460.0,OUT018
FDW55,4068.0,OUT017
FDP39,860.0,OUT013
FDB20,1004.0,OUT018
FDV21,2104.0,OUT017
FDZ02,1628.0,OUT013
FDP19,3488.0,OUT027
FDA38,3980.0,OUT035
FDH22,1952.0,OUT045
DRM11,4056.0,OUT045
FDO12,4536.0,OUT027
FDT14,2060.0,OUT049
FDW34,1924.0,OUT010
FDG04,4440.0,OUT027
FDW59,1108.0,OUT018
FDR33,1476.0,OUT018
FDP32,2076.0,OUT013
FDL13,5168.0,OUT027
FDD22,1836.0,OUT013
FDV40,2632.0,OUT027
NCD55,688.0,OUT046
FDQ20,-1212.0,OUT010
FDD28,896.0,OUT045
FDC39,3224.0,OUT045
NCR17,1964.0,OUT049
DRO35,1580.0,OUT018
FDF40,4092.0,OUT049
FDR31,2068.0,OUT018
NCQ41,3196.0,OUT017
FDP38,832.0,OUT046
NCU54,4736.0,OUT027
FDG22,372.0,OUT018
DRK59,3716.0,OUT013
FDC37,1712.0,OUT046
NCO42,2340.0,OUT013
NCT42,2488.0,OUT017
FDX27,1708.0,OUT035
FDV40,940.0,OUT018
FDT45,2352.0,OUT027
FDS47,-500.0,OUT019
FDR45,3920.0,OUT035
FDB03,3752.0,OUT045
FDO49,1068.0,OUT035
FDU60,4152.0,OUT027
FDB26,636.0,OUT018
FDB46,3532.0,OUT017
FDQ37,1180.0,OUT019
FDN03,4104.0,OUT017
NCX30,3848.0,OUT045
FDK32,588.0,OUT019
DRM47,3060.0,OUT013
NCO02,1072.0,OUT046
FDP04,1084.0,OUT013
NCO43,1700.0,OUT049
FDD59,1388.0,OUT013
FDQ10,2848.0,OUT017
FDW45,2520.0,OUT035
NCK30,4112.0,OUT049
FDU31,3172.0,OUT018
NCQ17,516.0,OUT019
FDN01,2896.0,OUT017
FDZ19,2868.0,OUT049
DRG37,2592.0,OUT017
FDE32,592.0,OUT045
FDO34,2776.0,OUT049
FDM04,-1012.0,OUT019
FDZ25,2864.0,OUT049
FDU08,1704.0,OUT049
NCW30,4000.0,OUT045
NCM18,1012.0,OUT013
FDS22,916.0,OUT035
NCH18,3960.0,OUT017
FDC23,2876.0,OUT013
FDY46,2988.0,OUT013
NCU06,3608.0,OUT046
FDX57,1572.0,OUT045
FDX36,5032.0,OUT027
FDL16,704.0,OUT045
FDT16,2236.0,OUT010
FDN16,1412.0,OUT018
FDC03,3144.0,OUT046
DRF60,3780.0,OUT013
FDS27,4592.0,OUT027
FDP33,2092.0,OUT010
FDJ36,1380.0,OUT018
NCR42,564.0,OUT013
FDV14,1520.0,OUT017
NCP42,3228.0,OUT035
FDB50,2712.0,OUT027
NCC30,4240.0,OUT027
FDA23,1356.0,OUT018
FDW16,1640.0,OUT017
FDQ52,1972.0,OUT010
FDB58,2444.0,OUT049
NCP29,1132.0,OUT049
NCM05,4080.0,OUT045
FDO25,3356.0,OUT013
NCM54,2024.0,OUT046
NCL54,2728.0,OUT046
FDL39,996.0,OUT010
FDF53,2628.0,OUT018
NCQ42,2184.0,OUT035
FDF58,1068.0,OUT013
FDZ04,1204.0,OUT035
FDE26,364.0,OUT019
FDS60,2972.0,OUT017
FDV58,3236.0,OUT017
FDM04,840.0,OUT045
FDE08,2492.0,OUT035
NCB43,3040.0,OUT049
FDU11,-4.0,OUT010
FDF22,1452.0,OUT019
FDE24,2284.0,OUT013
DRJ49,2088.0,OUT046
NCQ53,3860.0,OUT035
NCL41,612.0,OUT013
FDR22,1868.0,OUT013
FDH04,1692.0,OUT035
DRH15,652.0,OUT045
FDY40,964.0,OUT049
NCI17,1696.0,OUT035
NCC18,2740.0,OUT013
FDY28,4824.0,OUT027
FDB45,3128.0,OUT027
NCL30,1732.0,OUT018
FDM10,3480.0,OUT017
FDH22,3480.0,OUT027
NCZ53,3104.0,OUT017
NCI18,3524.0,OUT013
FDH14,3760.0,OUT027
FDR36,2216.0,OUT027
FDW01,2352.0,OUT045
FDK02,3352.0,OUT027
FDJ02,2116.0,OUT018
FDU55,4140.0,OUT013
NCV18,2784.0,OUT027
FDH14,1988.0,OUT018
FDZ37,1424.0,OUT045
FDX49,3808.0,OUT049
NCD43,1664.0,OUT046
FDZ07,1068.0,OUT013
FDK43,2180.0,OUT035
FDR32,3380.0,OUT018
FDT39,2492.0,OUT013
NCV54,2016.0,OUT017
FDF38,476.0,OUT018
FDV60,3168.0,OUT046
FDH44,3816.0,OUT027
FDS21,1064.0,OUT046
NCL41,528.0,OUT045
FDM46,1612.0,OUT017
FDU27,800.0,OUT045
NCJ54,3768.0,OUT017
DRG51,2364.0,OUT018
NCA29,788.0,OUT019
FDR47,3016.0,OUT045
NCL19,3696.0,OUT027
DRG01,1340.0,OUT049
FDG10,1008.0,OUT046
NCV05,2516.0,OUT049
NCH18,1924.0,OUT019
FDV14,1132.0,OUT018
DRJ23,3168.0,OUT035
DRJ11,2952.0,OUT046
FDZ03,3104.0,OUT017
FDI27,-1108.0,OUT010
FDJ14,1092.0,OUT018
FDU32,2048.0,OUT017
FDD47,4200.0,OUT027
DRF36,3172.0,OUT035
FDM21,4080.0,OUT046
FDV10,484.0,OUT018
FDH60,2852.0,OUT018
FDX47,612.0,OUT010
FDT19,892.0,OUT019
FDO11,3944.0,OUT045
FDH24,3968.0,OUT027
FDL02,1492.0,OUT018
FDB02,2944.0,OUT049
FDA43,3096.0,OUT046
FDG52,720.0,OUT045
DRC12,3028.0,OUT013
FDY37,2036.0,OUT018
NCU18,2176.0,OUT045
FDU09,1124.0,OUT035
DRJ25,2248.0,OUT027
DRE12,1524.0,OUT018
DRL47,2112.0,OUT017
DRK01,1536.0,OUT046
FDC22,1148.0,OUT019
FDG44,892.0,OUT013
FDW04,2280.0,OUT035
FDK09,3700.0,OUT049
NCN43,2092.0,OUT035
FDG04,3084.0,OUT049
FDH32,-396.0,OUT010
DRI47,2436.0,OUT017
DRE15,1252.0,OUT013
FDY11,1308.0,OUT035
FDO60,860.0,OUT049
FDQ20,420.0,OUT018
FDO57,4008.0,OUT027
FDT14,44.0,OUT019
FDA57,796.0,OUT049
DRN35,716.0,OUT017
FDJ03,880.0,OUT046
FDX28,1728.0,OUT017
DRE25,1408.0,OUT045
FDR09,4104.0,OUT046
FDB23,3788.0,OUT035
FDO08,2588.0,OUT045
FDQ23,1732.0,OUT049
FDW04,2156.0,OUT013
DRK13,1188.0,OUT010
NCL17,3680.0,OUT027
FDY21,3220.0,OUT035
FDJ38,4488.0,OUT027
FDA37,156.0,OUT019
FDV43,780.0,OUT013
FDL36,1480.0,OUT046
FDD53,636.0,OUT045
FDZ19,860.0,OUT010
FDV21,1936.0,OUT045
NCL54,2444.0,OUT018
DRI47,3744.0,OUT027
DRG03,2572.0,OUT049
FDG21,2444.0,OUT013
FDW03,1452.0,OUT018
NCI55,1928.0,OUT046
DRC36,932.0,OUT019
FDH22,2152.0,OUT017
FDV20,2032.0,OUT045
NCU41,4480.0,OUT027
FDN46,3152.0,OUT027
FDK50,2516.0,OUT045
NCA05,3784.0,OUT027
DRH01,2460.0,OUT018
FDT08,2108.0,OUT018
FDM08,3308.0,OUT018
FDZ07,1188.0,OUT035
FDS22,928.0,OUT017
FDV35,3928.0,OUT027
FDI28,-644.0,OUT010
FDW58,3192.0,OUT027
FDT52,3856.0,OUT045
FDY34,2656.0,OUT046
FDR10,2568.0,OUT046
FDK57,2040.0,OUT017
FDR02,3208.0,OUT027
FDX49,3728.0,OUT046
FDQ20,688.0,OUT046
DRK23,3904.0,OUT045
NCW06,3016.0,OUT046
FDR31,2488.0,OUT017
NCE43,2676.0,OUT013
DRO59,2688.0,OUT027
FDN09,3964.0,OUT049
FDR11,2592.0,OUT046
FDO57,2604.0,OUT013
NCX18,3216.0,OUT017
FDB05,3644.0,OUT018
FDQ08,772.0,OUT018
NCG43,1652.0,OUT035
FDJ56,1644.0,OUT013
FDA13,-1316.0,OUT010
FDO56,2024.0,OUT017
FDB37,3572.0,OUT018
FDZ02,1324.0,OUT018
FDQ24,3944.0,OUT046
FDM16,1276.0,OUT013
FDU35,1700.0,OUT049
FDT35,2884.0,OUT035
NCX30,3996.0,OUT049
FDG04,3092.0,OUT017
FDI12,1588.0,OUT035
FDE35,1188.0,OUT035
NCP14,3120.0,OUT027
NCY53,1688.0,OUT045
FDP49,1068.0,OUT017
FDQ04,820.0,OUT017
FDM39,2988.0,OUT035
FDO58,684.0,OUT019
FDC56,2016.0,OUT017
NCQ54,2648.0,OUT046
FDV10,2200.0,OUT027
NCK17,664.0,OUT046
NCF55,2048.0,OUT027
FDV33,4172.0,OUT013
NCH29,-364.0,OUT019
FDA37,3496.0,OUT027
FDH46,1412.0,OUT018
FDS25,1956.0,OUT035
FDH04,2952.0,OUT027
FDX52,3080.0,OUT046
NCD42,736.0,OUT017
FDW47,2072.0,OUT017
FDL25,2976.0,OUT027
NCJ06,-12.0,OUT010
FDY09,2796.0,OUT013
FDS40,640.0,OUT046
FDH41,3512.0,OUT017
FDG38,1572.0,OUT035
FDU03,4352.0,OUT027
FDV20,2096.0,OUT046
DRB13,3000.0,OUT045
NCQ30,1924.0,OUT013
NCH06,3876.0,OUT013
FDU50,1572.0,OUT018
NCO42,404.0,OUT019
FDW09,1076.0,OUT018
FDH04,1548.0,OUT013
FDC21,1720.0,OUT045
FDL21,844.0,OUT049
FDM46,-444.0,OUT010
FDT22,-916.0,OUT019
FDB28,3288.0,OUT035
FDI12,1188.0,OUT018
FDA28,2008.0,OUT045
FDF59,2076.0,OUT013
FDM45,3440.0,OUT027
FDQ56,1452.0,OUT017
FDR46,2420.0,OUT049
FDT01,3404.0,OUT013
FDD16,2672.0,OUT027
NCU30,620.0,OUT010
FDM40,340.0,OUT010
FDI56,1652.0,OUT035
NCS30,2036.0,OUT013
FDU08,1712.0,OUT017
FDX51,4584.0,OUT027
FDA43,3052.0,OUT045
FDX59,-1340.0,OUT010
FDC37,1436.0,OUT018
FDP58,3468.0,OUT013
NCY42,2404.0,OUT035
FDF21,2772.0,OUT018
FDU10,2136.0,OUT027
DRL47,1716.0,OUT018
FDA58,3468.0,OUT018
FDJ22,3164.0,OUT049
FDK50,2552.0,OUT046
FDO38,1428.0,OUT035
DRF60,3932.0,OUT035
NCZ42,1812.0,OUT019
FDD35,2012.0,OUT049
FDL25,1468.0,OUT045
FDJ16,956.0,OUT013
DRK59,3800.0,OUT049
FDI50,3696.0,OUT046
NCB19,1320.0,OUT045
DRI37,1128.0,OUT035
FDA14,3800.0,OUT027
FDC08,3364.0,OUT018
FDS45,1728.0,OUT046
FDI21,1188.0,OUT049
DRJ47,2916.0,OUT035
DRE37,4432.0,OUT027
FDT55,2284.0,OUT018
NCG42,3488.0,OUT027
FDA31,2812.0,OUT049
NCW42,3488.0,OUT046
FDF50,3192.0,OUT017
FDK56,3052.0,OUT049
FDX10,812.0,OUT035
NCK07,4016.0,OUT027
FDZ49,3656.0,OUT017
FDR33,1772.0,OUT013
FDO44,1500.0,OUT018
FDA20,2952.0,OUT046
NCL30,1964.0,OUT045
FDI05,-660.0,OUT019
FDQ12,3332.0,OUT018
FDH47,1696.0,OUT017
FDH34,2676.0,OUT018
FDF29,2152.0,OUT046
FDG40,316.0,OUT018
NCE18,4024.0,OUT017
FDP21,1124.0,OUT010
FDY50,1452.0,OUT013
FDB36,2212.0,OUT049
NCZ29,2116.0,OUT049
FDU20,1684.0,OUT018
FDO56,1964.0,OUT013
FDW31,3284.0,OUT049
DRH59,1236.0,OUT013
NCB30,3224.0,OUT017
FDK43,3496.0,OUT027
FDW43,3616.0,OUT045
NCL19,2352.0,OUT017
FDJ27,1656.0,OUT046
FDC45,2688.0,OUT046
FDY40,1048.0,OUT035
NCM41,1620.0,OUT035
NCK18,708.0,OUT019
FDP37,2164.0,OUT049
FDA27,5528.0,OUT027
NCX30,4044.0,OUT035
FDR09,4168.0,OUT017
FDG08,4216.0,OUT027
NCU30,2612.0,OUT013
FDB16,1536.0,OUT017
FDM16,1360.0,OUT017
FDC48,1356.0,OUT013
NCF18,2984.0,OUT046
FDU46,1180.0,OUT018
FDH41,3108.0,OUT018
NCN42,388.0,OUT010
FDU49,1480.0,OUT046
FDB20,2712.0,OUT027
FDG50,-436.0,OUT019
FDW20,1904.0,OUT045
NCO55,1828.0,OUT049
FDX48,2512.0,OUT046
FDU48,2120.0,OUT046
FDR48,492.0,OUT019
FDK27,1996.0,OUT013
FDT35,2716.0,OUT013
FDN12,1868.0,OUT049
NCE31,-1356.0,OUT019
FDL21,864.0,OUT017
FDV56,1884.0,OUT017
FDR16,3544.0,OUT017
NCP41,1836.0,OUT049
FDJ27,1708.0,OUT013
FDA07,2120.0,OUT017
FDK55,1552.0,OUT049
FDM33,3588.0,OUT049
FDY46,2968.0,OUT046
FDD36,1896.0,OUT046
FDB12,3128.0,OUT027
FDF28,156.0,OUT019
NCE07,372.0,OUT019
FDW50,4072.0,OUT027
NCW18,3828.0,OUT017
NCJ17,-572.0,OUT019
DRZ24,-12.0,OUT010
FDS07,1996.0,OUT035
NCW05,-236.0,OUT010
FDZ22,1076.0,OUT018
FDK02,1880.0,OUT046
FDZ45,4560.0,OUT027
FDL25,1504.0,OUT046
FDS08,2728.0,OUT045
NCZ42,5152.0,OUT027
FDX57,1768.0,OUT035
FDF21,3048.0,OUT046
FDJ56,1284.0,OUT018
FDX10,684.0,OUT013
DRG48,2460.0,OUT035
DRN37,2640.0,OUT046
NCY41,300.0,OUT018
FDN28,1648.0,OUT045
FDE34,2808.0,OUT045
FDR10,2552.0,OUT045
FDC32,1612.0,OUT017
DRG13,2608.0,OUT046
FDP59,1840.0,OUT049
NCT53,684.0,OUT010
FDL57,5544.0,OUT027
FDN32,1028.0,OUT010
FDK09,3316.0,OUT018
FDA52,932.0,OUT010
FDC57,3212.0,OUT049
FDI09,3972.0,OUT035
NCB07,3112.0,OUT046
FDP26,1796.0,OUT035
FDP40,3288.0,OUT027
FDL15,2444.0,OUT013
FDV07,1792.0,OUT046
FDS03,1176.0,OUT017
FDE50,3108.0,OUT049
FDQ15,1440.0,OUT017
FDQ33,460.0,OUT010
FDT22,972.0,OUT013
DRO35,2028.0,OUT035
FDJ41,4228.0,OUT049
FDQ27,1884.0,OUT035
FDC26,1904.0,OUT017
NCF43,3696.0,OUT027
NCR50,2580.0,OUT035
FDE39,1644.0,OUT018
FDN49,2168.0,OUT027
DRG11,1864.0,OUT035
NCA18,1956.0,OUT049
FDM36,2500.0,OUT018
FDW32,1544.0,OUT017
NCQ18,-380.0,OUT010
FDX14,2680.0,OUT027
FDD46,2524.0,OUT017
FDI34,1804.0,OUT019
NCJ17,1492.0,OUT035
FDB52,4220.0,OUT035
FDV55,2020.0,OUT018
FDC57,3088.0,OUT046
FDB29,1896.0,OUT046
NCO43,1740.0,OUT035
FDG44,808.0,OUT045
FDJ34,2000.0,OUT045
FDH40,1480.0,OUT049
NCD07,3216.0,OUT027
FDB41,928.0,OUT017
FDH47,1300.0,OUT018
DRK37,3148.0,OUT035
FDM25,940.0,OUT019
NCX06,2816.0,OUT045
NCS05,2216.0,OUT017
FDS39,2212.0,OUT045
FDC47,5016.0,OUT027
FDG20,2892.0,OUT013
DRL23,1824.0,OUT017
FDY33,2588.0,OUT013
NCH18,3768.0,OUT045
FDX47,2672.0,OUT035
NCB06,2448.0,OUT045
FDP36,972.0,OUT049
FDW44,2500.0,OUT018
NCU41,2748.0,OUT018
NCS17,1528.0,OUT046
FDD46,2612.0,OUT035
FDE45,2936.0,OUT017
FDI09,3924.0,OUT017
NCJ54,1748.0,OUT010
NCA29,2436.0,OUT018
NCN41,3392.0,OUT027
FDY34,2816.0,OUT035
NCG55,1996.0,OUT035
DRM49,760.0,OUT046
NCB42,1940.0,OUT049
FDE58,1816.0,OUT045
DRJ25,852.0,OUT013
FDS47,-532.0,OUT010
FDY21,3224.0,OUT049
NCI54,1796.0,OUT013
FDO24,2608.0,OUT017
FDY43,2832.0,OUT035
FDF35,1428.0,OUT018
NCP29,-892.0,OUT019
FDN28,3128.0,OUT027
FDJ50,596.0,OUT018
FDQ14,3848.0,OUT027
FDC37,1900.0,OUT035
FDN08,1936.0,OUT046
FDD04,2412.0,OUT035
FDW34,3572.0,OUT018
FDP04,1192.0,OUT017
NCG07,3064.0,OUT017
NCN14,2620.0,OUT018
FDJ16,888.0,OUT045
NCM42,1664.0,OUT045
NCF19,808.0,OUT046
FDY21,2820.0,OUT018
FDY19,2024.0,OUT035
FDV09,2332.0,OUT045
FDA28,2092.0,OUT013
FDC38,1844.0,OUT018
FDL28,3620.0,OUT045
NCH43,3508.0,OUT049
NCN53,504.0,OUT045
NCW05,1820.0,OUT017
NCO30,2652.0,OUT018
FDT04,-1268.0,OUT019
FDB27,2836.0,OUT018
NCK07,2644.0,OUT013
NCA53,820.0,OUT013
FDB33,2276.0,OUT018
FDU37,1440.0,OUT017
FDR13,2048.0,OUT035
FDE45,2932.0,OUT049
FDV37,3256.0,OUT017
FDX44,-452.0,OUT019
NCL06,4212.0,OUT017
FDJ28,2960.0,OUT045
FDX55,3564.0,OUT049
NCK17,388.0,OUT018
FDH52,1220.0,OUT035
FDN13,3056.0,OUT027
FDK44,2444.0,OUT018
FDU16,1384.0,OUT046
FDZ07,1144.0,OUT017
NCN06,4024.0,OUT027
FDH02,-404.0,OUT010
NCW18,3640.0,OUT045
FDH57,2108.0,OUT013
FDV35,2400.0,OUT045
NCU29,2308.0,OUT013
NCP02,944.0,OUT046
FDN44,2588.0,OUT013
FDX03,516.0,OUT018
FDR11,620.0,OUT010
FDA36,2928.0,OUT046
FDP58,4872.0,OUT027
FDH31,1560.0,OUT045
FDH34,3124.0,OUT035
FDS13,4296.0,OUT035
FDT01,3116.0,OUT018
FDY09,2908.0,OUT049
FDV33,5560.0,OUT027
NCW29,116.0,OUT010
NCN17,1536.0,OUT045
FDX01,1888.0,OUT046
